Sample	Family ID	Gender	Relationship
NA19435	NA19435	female	null
NA19436	NA19436	female	null
NA19437	NA19437	female	null
NA19438	NA19438	female	null
NA19439	NA19439	female	null
NA19440	NA19440	female	null
NA19443	NA19443	male	null
NA19444	LWK003	male	null
NA19445	LWK004	female	null
NA19446	NA19446	female	null
NA19448	NA19448	male	null
NA19449	NA19449	female	null
NA19451	NA19451	male	null
NA19452	NA19452	male	null
NA19453	LWK004	male	null
NA19454	NA19454	male	unrel
NA19455	NA19455	male	null
NA19456	NA19456	female	null
NA19457	NA19457	female	null
NA19461	NA19461	male	null
NA19462	NA19462	female	null
NA19463	NA19463	female	null
NA19466	NA19466	male	null
NA19467	NA19467	female	null
NA19468	NA19468	female	null
NA19469	LWK005	female	null
NA19470	LWK005	female	null
NA19471	NA19471	female	null
NA19472	NA19472	female	null
NA19473	NA19473	female	null
NA19474	NA19474	female	null
NA19475	NA19475	female	unrel
NA19625	2357	female	child
NA19648	m001	female	mother
NA19649	m001	male	father
NA19650	m001	male	child
NA19651	m005	female	mother
NA19652	m005	male	father
NA19653	m005	female	child
NA19654	m006	female	mother
NA19655	m006	male	father
NA19656	m006	female	child
NA19657	m007	female	mother
NA19658	m007	male	father
NA19659	m007	female	child
NA19660	m008	female	mother
NA19661	m008	male	father
NA19662	m008	female	child
NA19663	m012	female	mother
NA19664	m012	male	father
NA19665	m012	female	child
NA19669	m002	female	mother
NA19670	m002	male	father
NA19671	m002	female	child
NA19672	2382	female	mother
NA19674	2382	male	child of 19672
NA19675	m004	female	mother
NA19676	m004	male	father
NA19677	m004	female	child
NA19678	m009	female	mother
NA19679	m009	male	father
NA19680	m009	female	child
NA19681	m010	female	mother
NA19682	m010	male	father
NA19683	m010	female	child
NA19684	m011	female	mother
NA19685	m011	male	father
NA19686	m011	female	child
NA19700	2367	male	father
NA19701	2367	female	mother
NA19702	2367	male	child
NA19703	2368	male	father
NA19704	2368	female	mother
NA19705	2368	male	child
NA19707	2369	female	mother
NA19708	2369	female	child
NA19711	2371	male	father
NA19712	2371	female	mother
NA19713	2436	female	mother
NA19714	2437	female	child
NA19716	m014	female	mother
NA19717	m014	male	father
NA19718	m014	female	child
NA19719	m015	female	mother
NA19720	m015	male	father
NA19721	m015	female	child
NA19722	m016	female	mother
NA19723	m016	male	father
NA19724	m016	male	child
NA19725	m017	female	mother
NA19726	m017	male	father
NA19727	m017	male	child
NA19728	m018	female	mother
NA19729	m018	male	father
NA19730	m018	female	child
NA19731	m019	female	mother
NA19732	m019	male	father
NA19733	m019	female	child
NA19734	2393	female	mother
NA19735	2393	male	father
NA19737	2394	female	mother
NA19738	2394	male	father
NA19740	2395	female	mother
NA19741	2395	male	father
NA19742	2395	male	child of 19740
NA19746	m023	female	mother
NA19747	m023	male	father
NA19748	m023	female	child
NA19749	m024	female	mother
NA19750	m024	male	father
NA19751	m024	male	child
NA19752	2401	female	mother
NA19753	2401	male	father
NA19754	2401	female	child of 19752&3
NA19755	m026	female	mother
NA19756	m026	male	father
NA19757	m026	male	child
NA19758	m027	female	mother
NA19759	m027	male	father
NA19760	m027	female	child
NA19761	m028	female	mother
NA19762	m028	male	father
NA19763	m028	female	child
NA19764	2405	female	mother
NA19766	2405	female	child of 19764
NA19770	m031	female	mother
NA19771	m031	male	father
NA19772	m031	male	child
NA19773	m033	female	mother
NA19774	m033	male	father
NA19775	m033	female	child
NA19776	m034	female	mother
NA19777	m034	male	father
NA19778	m034	male	child
NA19779	m035	female	mother
NA19780	m035	male	father
NA19781	m035	female	child
NA19782	m036	female	mother
NA19783	m036	male	father
NA19784	m036	male	child
NA19785	m032	female	mother
NA19786	m032	male	father
NA19787	m032	male	child
NA19788	m037	female	mother
NA19789	m037	male	father
NA19790	m037	female	child
NA19792	2414	male	father
NA19794	m039	female	mother
NA19795	m039	male	father
NA19796	m039	male	child
NA19797	2416	female	mother
NA19798	2416	male	father
NA19818	2418	male	father
NA19819	2418	female	mother
NA19828	2418	male	child
NA19834	2424	male	father
NA19835	2424	female	mother
NA19836	2424	female	child
NA19900	2425	male	father
NA19901	2425	female	mother
NA19902	2425	female	child
NA19904	2426	male	father
NA19905	2426	female	null
NA19908	2427	male	father
NA19909	2427	female	mother
NA19913	2426a	female	null
NA19914	2430	female	mother
NA19915	2430	male	child
NA19916	2431	male	father
NA19917	2431	female	mother
NA19918	2431	male	child
NA19919	2427	male	child
NA19920	2433	male	father
NA19921	2433	female	mother
NA19922	2434	male	father
NA19923	2434	female	mother
NA19924	2434	female	null
NA19982	2436	male	father
NA19983	2436	female	child
NA19984	2437a	male	father
NA19985	2437	female	mother
NA20126	2446	male	father
NA20127	2446	female	mother
NA20128	2446	female	child
NA20129	2433	female	child
NA20274	2357a	female	null
NA20276	2466	female	mother
NA20277	2466	female	child
NA20278	2467	male	father
NA20279	2467	male	child
NA20281	2469a	male	not father
NA20282	2469	female	mother
NA20284	2469	male	child
NA20285	2469	male	child
NA20287	2470	female	mother
NA20288	2470	male	child
NA20289	2471	female	mother
NA20290	2471	female	child
NA20291	2472	male	father
NA20292	2472	female	child
NA20294	2474	female	mother
NA20295	2474	male	child
NA20296	2475	female	mother
NA20297	2475	male	child
NA20298	2476a	male	father
NA20299	2476	female	mother
NA20300	2476	female	child
NA20301	2477	female	mother
NA20302	2477	male	child
NA20312	2478i	female	null
NA20313	2478ii	female	null
NA20314	2479	female	mother
NA20316	2479	male	child
NA20317	2480	female	mother
NA20318	2480a	male	null
NA20319	2480	female	child
NA20320	2481a	female	null
NA20321	2481	female	null
NA20322	2481	female	child
NA20332	2483	female	mother
NA20333	2483	female	child
NA20334	2484	female	mother
NA20335	2484	male	child
NA20336	2485	female	mother
NA20337	2485	female	child
NA20339	2486	female	mother
NA20340	2487	male	father
NA20341	2487	female	mother
NA20342	2488	male	father
NA20343	2488	male	child
NA20344	2489	female	mother
NA20345	2489	male	child
NA20346	2490	male	father
NA20347	2490	male	child
NA20348	2491	male	father
NA20349	2492	male	father
NA20350	2492	male	child
NA20351	2493	male	father
NA20355	2484a	female	null
NA20356	2494	male	father
NA20357	2494	female	mother
NA20358	2494	male	child
NA20359	2495	female	mother
NA20360	2495	male	child
NA20361	2495	female	child
NA20362	2495a	male	null
NA20363	2496	female	mother
NA20364	2496	female	child
NA20412	2505	female	mother
NA20413	2505	male	child
NA20414	2506	female	mother
NA20502	NA20502	female	null
NA20503	NA20503	female	null
NA20504	NA20504	female	null
NA20505	NA20505	female	null
NA20506	NA20506	female	null
NA20507	NA20507	female	null
NA20508	NA20508	female	null
NA20509	NA20509	male	null
NA20510	NA20510	male	null
NA20511	NA20511	male	unrel
NA20512	NA20512	male	null
NA20513	NA20513	male	null
NA20514	NA20514	female	null
NA20515	NA20515	male	null
NA20516	NA20516	male	null
NA20517	NA20517	female	null
NA20518	NA20518	male	null
NA20519	NA20519	male	null
NA20520	NA20520	male	null
NA20521	NA20521	male	null
NA20522	NA20522	female	null
NA20524	NA20524	male	null
NA20525	NA20525	male	null
NA20526	NA20526	female	null
NA20527	NA20527	male	null
NA20528	NA20528	male	null
NA20529	NA20529	female	null
NA20530	NA20530	female	null
NA20531	NA20531	female	null
NA20532	NA20532	male	null
NA20533	NA20533	female	null
NA20534	NA20534	male	null
NA20535	NA20535	female	null
NA20536	NA20536	male	null
NA20537	NA20537	male	null
NA20538	NA20538	male	null
NA20539	NA20539	male	null
NA20540	NA20540	female	null
NA20541	NA20541	female	null
NA20542	NA20542	female	null
NA20543	NA20543	male	null
NA20544	NA20544	male	null
NA20581	NA20581	male	null
NA20582	NA20582	female	null
NA20585	NA20585	female	null
NA20586	NA20586	male	null
NA20587	NA20587	female	unrel
NA20588	NA20588	male	null
NA20589	NA20589	female	null
NA20752	NA20752	male	null
NA20753	NA20753	female	null
NA20754	NA20754	male	null
NA20755	NA20755	male	null
NA20756	NA20756	female	null
NA20757	NA20757	female	null
NA20758	NA20758	male	null
NA20759	NA20759	male	null
NA20760	NA20760	female	null
NA20761	NA20761	female	null
NA20762	NA20762	male	unrel
NA20763	NA20763	male	unrel
NA20764	NA20764	female	unrel
NA20765	NA20765	male	null
NA20766	NA20766	female	null
NA20767	NA20767	male	unrel
NA20768	NA20768	female	null
NA20769	NA20769	female	null
NA20770	NA20770	male	null
NA20771	NA20771	female	null
NA20772	NA20772	female	null
NA20773	NA20773	female	null
NA20774	NA20774	female	null
NA20775	NA20775	female	null
NA20778	NA20778	male	null
NA20783	NA20783	male	null
NA20785	NA20785	male	null
NA20786	NA20786	female	null
NA20787	NA20787	male	null
NA20790	NA20790	female	null
NA20792	NA20792	male	null
NA20795	NA20795	female	null
NA20796	NA20796	male	null
NA20797	NA20797	female	null
NA20798	NA20798	male	null
NA20799	NA20799	female	null
NA20800	NA20800	female	null
NA20801	NA20801	male	null
NA20802	NA20802	female	null
NA20803	NA20803	male	null
NA20804	NA20804	female	null
NA20805	NA20805	male	null
NA20806	NA20806	male	null
NA20807	NA20807	female	null
NA20808	NA20808	female	null
NA20809	NA20809	male	null
NA20810	NA20810	male	null
NA20811	NA20811	male	null
NA20812	NA20812	male	null
NA20813	NA20813	female	null
NA20814	NA20814	male	null
NA20815	NA20815	male	null
NA20816	NA20816	male	null
NA20818	NA20818	female	null
NA20819	NA20819	female	null
NA20821	NA20821	female	unrel
NA20822	NA20822	female	unrel
NA20826	NA20826	female	null
NA20827	NA20827	male	unrel
NA20828	NA20828	female	null
NA20829	NA20829	male	unrel
NA20831	NA20831	male	unrel
NA20832	NA20832	female	null
NA20845	NA20845	male	null
NA20846	NA20846	male	null
NA20847	NA20847	female	null
NA20849	NA20849	female	null
NA20850	NA20850	male	null
NA20851	NA20851	female	null
NA20852	NA20852	male	null
NA20853	NA20853	female	null
NA20854	NA20854	female	null
NA20856	NA20856	female	null
NA20858	NA20858	male	null
NA20859	NA20859	female	null
NA20861	NA20861	male	null
NA20862	NA20862	female	null
NA20863	NA20863	male	null
NA20864	NA20864	male	null
NA20866	NA20866	male	null
NA20867	NA20867	male	null
NA20868	GIH001	female	null
NA20869	NA20869	female	null
NA20870	NA20870	male	null
NA20871	GIH001	male	null
NA20872	NA20872	female	null
NA20873	NA20873	male	null
NA20874	NA20874	female	null
NA20875	NA20875	female	null
NA20876	NA20876	female	null
NA20877	NA20877	female	null
NA20878	NA20878	female	null
NA20879	NA20879	female	null
NA20881	NA20881	female	null
NA20882	NA20882	female	null
NA20883	NA20883	male	null
NA20884	NA20884	male	null
NA20885	NA20885	male	null
NA20886	GIH002	female	null
NA20887	NA20887	male	null
NA20888	NA20888	female	null
NA20889	NA20889	male	null
NA20890	NA20890	male	null
NA20891	NA20891	male	null
NA20892	NA20892	female	null
NA20893	NA20893	female	null
NA20894	NA20894	female	null
NA20895	NA20895	male	null
NA20896	NA20896	female	null
NA20897	NA20897	male	null
NA20898	GIH002	male	null
NA20899	NA20899	female	null
NA20900	NA20900	female	unrel
NA20901	NA20901	male	null
NA20902	NA20902	female	null
NA20903	NA20903	male	null
NA20904	NA20904	male	null
NA20905	NA20905	male	null
NA20906	NA20906	female	null
NA20907	NA20907	female	null
NA20908	NA20908	female	null
NA20909	GIH003	male	null
NA20910	GIH003	female	null
NA20911	NA20911	male	null
NA21086	NA21086	female	null
NA21087	NA21087	male	null
NA21088	NA21088	female	null
NA21089	NA21089	female	null
NA21090	NA21090	male	null
NA21091	NA21091	male	null
NA21092	NA21092	male	null
NA21093	NA21093	male	null
NA21094	NA21094	male	null
NA21095	NA21095	male	null
NA21097	NA21097	female	null
NA21098	NA21098	male	null
NA21099	NA21099	male	null
NA21100	NA21100	male	null
NA21101	NA21101	female	null
NA21102	NA21102	female	null
NA21103	NA21103	female	null
NA21104	NA21104	male	null
NA21105	NA21105	male	null
NA21106	NA21106	female	null
NA21107	NA21107	male	null
NA21108	NA21108	female	null
NA21109	NA21109	male	null
NA21110	NA21110	female	null
NA21111	NA21111	male	null
NA21112	NA21112	male	null
NA21113	NA21113	male	null
NA21114	NA21114	male	null
NA21115	NA21115	male	null
NA21116	NA21116	male	null
NA21117	NA21117	male	null
NA21118	NA21118	male	null
NA21119	NA21119	male	null
NA21120	NA21120	female	null
NA21121	NA21121	female	null
NA21122	NA21122	female	null
NA21123	NA21123	male	null
NA21124	NA21124	male	unrel
NA21125	NA21125	female	null
NA21126	NA21126	male	unrel
NA21127	NA21127	male	unrel
NA21128	NA21128	male	unrel
NA21129	NA21129	male	unrel
NA21130	NA21130	male	unrel
NA21133	NA21133	male	unrel
NA21134	NA21134	male	null
NA21135	NA21135	male	unrel
NA21137	NA21137	female	null
NA21141	NA21141	female	null
NA21142	NA21142	female	null
NA21143	NA21143	female	null
NA21144	NA21144	female	null
NA12236	1408	female	pat grandmother
